fpath,cell_type,sample_ID
../POISED/ProcessedData/HandGatedLabelledCells/P117_CD8_Effectory_memory_UnStim.csv,CD8_Effectory_memory,P117_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P120_Treg_Mem_PeaStim.csv,Treg_Mem,P120_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P120_NK_Cells_PeaStim.csv,NK_Cells,P120_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P115_pDCs_PeaStim.csv,pDCs,P115_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P115_intermediate_mono_PeaStim.csv,intermediate_mono,P115_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P120_gdTCR_Naive_PeaStim.csv,gdTCR_Naive,P120_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P112_CD8_PeaReactive_UnStim.csv,CD8_PeaReactive,P112_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P116_mDC2_UnStim.csv,mDC2,P116_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P111_gdTCR_Naive_PeaStim.csv,gdTCR_Naive,P111_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P116_CD8_Naive_PeaStim.csv,CD8_Naive,P116_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P112_Teffector_EM_UnStim.csv,Teffector_EM,P112_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P120_pDCs_PeaStim.csv,pDCs,P120_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P111_Classical_mono_UnStim.csv,Classical_mono,P111_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P117_B_cells_Naive_PeaStim.csv,B_cells_Naive,P117_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P116_mCD1_UnStim.csv,mCD1,P116_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P115_gdTCR_Mem_UnStim.csv,gdTCR_Mem,P115_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P117_mDC2_PeaStim.csv,mDC2,P117_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P112_non_classical_mono_PeaStim.csv,non_classical_mono,P112_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P112_NK_Cells_PeaStim.csv,NK_Cells,P112_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P117_naive_T_effectors_PeaStim.csv,naive_T_effectors,P117_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P112_Treg_Mem_PeaStim.csv,Treg_Mem,P112_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P112_CD8_Effectory_memory_UnStim.csv,CD8_Effectory_memory,P112_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P111_CD4_PeaReactive_PeaStim.csv,CD4_PeaReactive,P111_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P116_pDCs_UnStim.csv,pDCs,P116_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P117_CD8_Central_memory_UnStim.csv,CD8_Central_memory,P117_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P115_naive_T_effectors_UnStim.csv,naive_T_effectors,P115_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P116_mCD1_PeaStim.csv,mCD1,P116_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P112_B_cells_Mem_PeaStim.csv,B_cells_Mem,P112_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P115_Teffector_CM_UnStim.csv,Teffector_CM,P115_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P117_Treg_Mem_PeaStim.csv,Treg_Mem,P117_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P117_NK_Cells_PeaStim.csv,NK_Cells,P117_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P120_B_cells_Naive_UnStim.csv,B_cells_Naive,P120_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P117_B_cells_Naive_UnStim.csv,B_cells_Naive,P117_UnStim
